"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Kenya","KEN","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","24.9124","25.3752","26.1304","26.5926","27.0051","27.3452","27.8356","28.7207","30.4464","32.3585","31.092","31.0081","32.7939","35.0484","36.7385","36.8187","38.1371","38.5885","40.5252","42.0597","42.6748","41.9827","42.5759","43.1401","43.886","44.703","44.0629","44.1873","45.3537","48.308","47.4586","48.5863","51.141","52.6444","57.2059","59.8585","58.8377","78.8309","83.7928","82.9162","86.7257","87.806","86.4213","86.9882","89.6204","92.1141","98.6832","96.05","98.5709","107.9891","109.7106","114.2652","117.8948","",
"Kyrgyz Republic","KGZ","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","20.0608","20.8983","21.8569","22.7685","23.7809","24.9209","25.4747","25.9494","26.7772","27.3401","28.2786","27.9865","27.8479","27.6822","27.797","27.8144","28.2785","29.0866","29.3401","29.3415","33.7027","30.9651","22.9751","18.5815","14.0676","10.8687","11.6762","12.1059","12.4698","11.3198","11.2921","10.4719","11.5624","12.2469","12.1916","12.0451","11.9307","13.2785","14.654","14.6172","14.3709","16.4728","18.5093","18.475","19.4576","19.9539","19.7618","20.1016","22.2065","21.2767","20.3312","21.474","21.9396","",
"Cambodia","KHM","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","26.301","22.0298","18.1442","13.5765","11.3675","12.5339","12.0346","11.5414","11.2277","9.2876","13.9705","13.4237","16.64","16.7577","13.0634","16.3729","17.1766","16.5895","19.4239","20.2971","20.2649","19.6417","20.0068","20.7768","18.9047","23.763","23.6887","24.1306","24.2254","24.7001","24.1435","24.8867","25.1094","27.0941","26.7331","28.9235","30.4753","31.5896","32.3684","33.8046","34.35","35.6772","35.3739","35.2142","36.0337","37.3938","40.0357","42.4885","43.6143","47.6018","48.5962","49.6891","50.0153","",
"Kiribati","KIR","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","0.0272","0.0279","0.0296","0.0342","0.0402","0.0355","0.0355","0.0374","0.0375","0.0398","0.0424","0.0425","0.0426","0.0427","0.0273","0.0293","0.0284","0.0334","0.0341","0.0341","0.0351","0.0351","0.0353","0.0351","0.0361","0.0358","0.0367","0.0381","0.0392","0.039","0.0587","0.0545","0.0703","0.0719","0.0739","0.0909","0.096","0.0882","0.0962","0.0878","0.0903","0.0868","0.0862","0.0907","0.092","0.0954","0.1019","0.1137","0.115","0.1204","0.1043","0.1077","0.11","",
"St. Kitts and Nevis","KNA","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","0.0654","0.0669","0.0702","0.0697","0.068","0.0714","0.0717","0.0742","0.0742","0.074","0.073","0.0718","0.0708","0.0686","0.0707","0.0698","0.0673","0.0678","0.07","0.0693","0.0664","0.0734","0.075","0.0799","0.0853","0.0796","0.0858","0.0892","0.0897","0.0882","0.0986","0.1009","0.1072","0.1101","0.1175","0.1114","0.1151","0.1247","0.13","0.1398","0.1484","0.1292","0.1267","0.1423","0.1439","0.1452","0.1535","0.1443","0.1577","0.1706","0.1522","0.149","0.1533","",
"Korea, Rep.","KOR","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","103.2961","103.8455","105.9717","122.5459","128.8882","137.5017","147.1272","162.5838","170.4257","188.1232","190.6907","197.4236","196.655","212.4671","235.5524","246.1604","255.2885","260.9139","287.0402","298.3019","330.3081","360.397","381.4914","406.1479","435.5591","469.8789","500.3836","529.8869","456.0357","495.4471","545.1249","550.5666","557.8522","559.7408","582.1311","582.4588","589.9531","604.0981","612.2664","621.3918","673.2629","702.3493","707.5264","705.1816","701.1682","719.3205","735.4229","745.4871","750.1996","731.274","699.5921","730.7838","725.6826","",
"Kuwait","KWT","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","73.3418","75.9422","79.3121","72.4134","60.6341","51.4619","52.8972","50.9872","57.2812","67.0971","55.8233","47.9845","46.6241","52.2167","54.3582","58.0878","64.6852","69.3939","79.8988","93.1924","49.8682","46.0591","45.0412","62.3872","70.8455","68.6794","69.169","73.8599","75.0783","77.4813","86.1822","88.135","91.6366","101.4183","106.0652","117.4733","120.7626","116.7501","121.5659","120.9072","124.1231","130.915","134.7722","137.6613","135.8804","140.9756","145.7736","144.1123","147.8621","149.6843","148.8946","156.0551","167.862","",
"Latin America & Caribbean (excluding high income)","LAC","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","1097.0478","1114.4844","1167.1212","1229.3215","1288.2755","1332.2212","1405.6721","1452.9849","1500.4253","1550.1384","1608.9949","1623.9781","1657.4171","1648.4987","1684.2241","1704.5188","1747.5914","1794.5923","1828.5835","1866.0159","1855.7889","1898.7006","1938.8449","1993.4133","2074.1682","2116.7702","2167.2336","2254.5678","2309.4698","2313.066","2374.4326","2389.8061","2429.0648","2519.8755","2613.5634","2660.038","2721.4308","2779.4289","2825.2086","2789.0721","2913.205","2985.0186","3051.453","3109.4723","3144.5774","3158.206","3156.5952","3165.808","3135.4714","3159.2726","3057.5467","3202.4594","3249.855","",
"Lao PDR","LAO","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","7.2199","7.108","7.0169","6.9746","7.1081","6.9302","6.0008","6.3223","6.5175","7.2428","7.839","7.6878","7.8564","7.5928","7.6072","7.6311","7.6827","7.4038","7.4116","7.8237","8.2403","8.0595","8.3473","8.4235","8.8854","9.0158","9.3148","9.6453","9.3343","9.3954","10.3436","10.7583","11.0522","11.3952","11.9023","11.7359","12.3362","12.8652","13.5698","14.5821","15.4838","15.5147","16.6346","17.2494","18.1939","23.2098","30.8499","34.1859","34.8439","34.7025","35.4927","36.6198","36.8615","",
"Lebanon","LBN","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","6.9669","7.1433","7.7075","9.1556","9.2073","8.299","7.924","7.0655","8.3751","9.2303","9.3802","9.5049","7.5144","7.8925","8.0559","9.0807","9.5015","9.6918","7.9187","8.0087","8.0597","9.6968","10.3927","13.9785","15.1624","17.3373","18.0275","19.5991","19.618","20.1815","18.6549","20.0971","20.2355","20.5101","20.9522","20.9805","20.6394","19.4919","22.9437","26.4268","25.5953","26.1987","29.0109","28.9281","31.0773","33.364","34.6202","36.3247","34.6886","34.474","29.1735","30.6257","31.9268","",
"Liberia","LBR","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","1.669","1.6922","1.7215","1.7816","1.8509","1.8954","1.9538","2.1232","2.1663","2.426","2.399","2.2301","2.1925","2.2955","2.1977","2.2244","2.0918","2.148","2.4267","2.1779","1.7904","1.6062","1.4959","1.4193","1.3881","1.4121","1.4903","1.5896","1.747","1.8998","2.1385","2.2287","2.2774","2.3555","2.4742","2.6973","2.8958","2.8844","2.8827","3.0159","3.3627","3.5414","3.7339","3.7378","4.1494","4.3313","4.4897","4.3703","4.6499","4.8332","4.9847","5.2077","5.3112","",
"Libya","LBY","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","131.6506","119.7186","97.6993","94.9984","67.5876","70.2085","90.4168","95.8634","95.0828","102.715","94.6144","69.2382","72.6668","69.7344","69.8956","67.4979","70.4693","67.7308","75.8011","75.1224","86.6323","84.0119","78.9137","75.0974","91.1066","101.0446","105.5365","93.0451","88.8615","86.967","91.3426","88.0001","88.1899","97.5574","96.635","105.1795","104.0338","98.1542","102.7629","102.7625","108.7729","64.5936","102.5738","94.9601","85.766","76.0936","73.3045","85.3771","91.382","94.6789","69.4755","101.4676","104.5139","",
"St. Lucia","LCA","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","0.0921","0.0944","0.1007","0.1013","0.0975","0.1053","0.1032","0.1092","0.1114","0.1131","0.1147","0.1068","0.1162","0.1132","0.1194","0.1305","0.1339","0.1424","0.1633","0.1667","0.1636","0.1655","0.1671","0.1663","0.179","0.185","0.1884","0.1952","0.2054","0.2147","0.2293","0.2351","0.2262","0.2408","0.2378","0.2408","0.2491","0.2616","0.2709","0.2817","0.3016","0.2681","0.2819","0.3125","0.3219","0.3209","0.3351","0.3384","0.3461","0.4661","0.4233","0.4187","0.4334","",
"Latin America & Caribbean","LCN","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","1332.4171","1353.5512","1416.8565","1495.1598","1549.4169","1585.1254","1666.4896","1722.2995","1777.3348","1837.1861","1903.185","1915.1041","1940.3342","1927.1601","1963.6667","1981.1888","2031.4035","2080.4315","2127.89","2178.4272","2166.922","2212.2618","2260.6568","2326.4484","2416.577","2480.1743","2552.006","2657.1186","2724.277","2729.7715","2797.3677","2820.2566","2861.9004","2963.7788","3078.5286","3142.1663","3203.4799","3271.6232","3333.9563","3290.7478","3423.5254","3502.1944","3598.4766","3655.5177","3681.9803","3681.8853","3664.3262","3660.9126","3618.4598","3624.8465","3466.3306","3635.6121","3690.1129","",
"Least developed countries: UN classification","LDC","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","603.2227","594.9921","593.9584","598.6011","599.0678","612.8335","613.9512","627.0272","642.2983","650.0487","661.4102","668.8047","693.097","694.0372","688.7554","704.7839","714.3569","715.11","734.4683","746.6929","754.1862","760.7645","774.4677","787.3683","819.8148","856.1686","884.4866","900.3978","928.2562","962.0581","975.9441","1000.0703","1027.7437","1067.7845","1098.8615","1144.454","1176.8196","1213.1362","1260.8844","1297.7544","1354.188","1379.2679","1423.7307","1473.7837","1520.2041","1551.8435","1599.4952","1663.4124","1711.9479","1749.6414","1756.597","1807.0084","1840.6538","",
"Low income","LIC","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","371.574","374.403","377.6155","381.5231","390.314","404.4087","421.3725","434.2034","450.5268","471.0462","485.0844","498.1905","524.6976","537.8002","540.3475","548.3229","552.0071","554.6507","571.4621","580.5098","590.1745","600.7104","591.148","588.7993","596.5182","598.2321","607.1541","614.3248","619.6258","638.5541","659.5383","669.4732","679.8801","705.5263","724.8311","767.634","791.4695","805.1823","838.2973","836.0515","858.5437","852.9004","860.1514","859.1973","881.1002","871.7903","893.8804","942.551","966.9051","998.7951","1008.3445","1041.7153","1066.0736","",
"Liechtenstein","LIE","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","20.5121","20.3913","20.3339","20.8785","22.0315","19.1883","19.8952","21.6835","22.8194","22.6715","23.1232","23.5266","23.1306","23.5795","24.3091","23.6905","23.2579","22.402","23.3975","21.9675","23.1028","22.312","23.4521","23.8168","25.2781","25.0966","25.7249","25.7891","25.3937","27.2254","28.3294","27.723","28.6264","30.3436","29.5777","32.3339","30.8595","31.5248","32.8207","31.4432","33.5414","35.91","37.8903","35.6369","36.3918","41.2363","43.588","40.7689","41.5423","42.4834","42.3903","41.722","38.8045","",
"Lower middle income","LMC","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","2032.4177","2050.6938","2114.8422","2194.2047","2270.8068","2271.3636","2340.4894","2381.7924","2409.5517","2522.0757","2544.5096","2551.9131","2591.074","2666.8271","2757.9456","2843.1953","2940.1113","3003.7525","3120.2362","3236.0015","3258.5927","3347.1018","3419.5056","3487.3617","3596.6314","3749.9044","3916.5252","3997.3067","4047.3825","4177.2594","4278.0903","4356.9581","4391.7766","4527.141","4726.0784","4883.9684","5032.0833","5249.2905","5436.7847","5613.667","5841.0254","6052.2157","6292.0783","6387.7624","6653.2325","6779.6271","6961.8816","7241.6166","7527.2698","7588.2179","7313.5856","7683.1356","7897.6713","",
"Low & middle income","LMY","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","8028.0929","8155.6996","8435.22949999999","8807.5336","9020.7968","9361.3213","9749.4016","10112.4832","10440.8769","10722.5639","10739.426","10641.2755","10886.0338","11142.3232","11547.6539","11744.6201","12097.9595","12506.744","12956.7943","13341.5921","13634.5423","13823.8431","13960.2018","14192.6739","14488.4609","15173.1043","15393.7185","15661.0059","15787.5202","15924.1239","16457.645","16792.0682","17294.1853","18494.2053","19828.763","21076.8301","22289.7811","23347.5245","23975.8363","24641.8592","26086.8663","27550.1869","28392.0096","29144.043","29663.3799","29530.7644","29838.8206","30614.7566","31666.8359","32125.9975","31823.9541","33311.6676","33801.8573","",
"Lesotho","LSO","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","1.975","1.8842","1.8452","1.8278","1.8914","1.9486","1.9319","1.8009","1.8286","1.9141","2.0287","2.0481","2.0833","2.0581","2.0432","2.1301","2.164","2.4651","2.3937","2.3329","2.2068","2.2478","2.4113","2.3719","2.3194","2.2722","2.1884","2.2702","2.0211","2.5873","2.7358","2.7668","2.629","2.6637","2.6666","2.8303","2.7918","2.9313","2.7927","2.8787","2.8908","2.9206","2.9891","2.8803","2.8917","2.8547","2.8639","3.0554","2.9029","2.7847","2.9587","2.9609","3.0231","",
"Late-demographic dividend","LTE","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","6436.3564","6577.1001","6834.3517","7114.7774","7292.6483","7707.4874","7980.1018","8286.7744","8670.7171","8802.01470000001","8869.146","8737.8808","8869.1393","9042.9706","9354.0952","9439.4424","9718.5817","10052.4436","10360.3034","10523.0227","10580.8497","10654.6216","10480.1947","10444.1964","10389.9086","10794.0616","10782.6724","10740.4883","10753.0383","10775.7703","11122.2568","11402.7935","11805.8416","12759.4646","13816.3692","14813.121","15769.019","16499.5314","16880.5798","17259.6344","18457.8213","19681.4653","20139.2211","20763.4676","20924.1722","20784.2145","20805.352","21198.609","21950.2598","22424.1964","22522.0709","23664.2545","23701.6673","",
"Lithuania","LTU","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","28.5484","29.4875","30.9719","32.6316","34.2193","36.326","37.2408","38.004","39.331","40.1845","41.4092","41.1244","41.0638","41.2157","42.1526","42.3303","43.1094","44.1975","44.4392","44.7235","46.6314","48.2368","31.0829","24.6749","23.0544","21.874","22.3858","21.9566","22.9154","20.045","18.4506","19.1328","19.6336","19.7197","20.6169","21.6763","22.0007","24.1521","24.8591","21.8049","22.7615","23.6179","23.9435","22.4316","22.4995","23.2739","22.6908","23.0423","22.7847","22.9629","22.7113","22.2387","20.8469","",
"Luxembourg","LUX","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","19.2498","18.009","17.7297","19.1304","17.8059","14.3307","15.2253","14.5175","15.8109","14.9486","14.1119","12.1254","11.4402","10.7864","11.737","11.9384","11.6744","11.1463","11.6805","12.501","12.6698","13.1463","12.8137","13.0869","12.2202","9.9853","9.9974","9.4801","8.7756","9.1751","9.8092","10.3406","11.0244","11.4289","12.853","13.0722","12.8789","12.295","12.1731","11.5668","12.2114","12.0538","11.8078","11.2748","10.779","10.243","9.9943","10.1477","10.445","10.622","8.9808","9.5297","8.4756","",
"Latvia","LVA","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","18.0897","18.5364","19.4163","20.3747","21.2936","22.6055","23.1052","23.5188","24.3333","24.7916","25.523","25.4987","25.946","26.3097","26.6628","26.9584","27.6049","28.3067","28.4808","28.5577","27.2665","25.3915","21.2892","18.0145","14.8903","12.967","12.9506","12.3855","11.8304","11.1208","10.2297","10.8517","10.9036","11.2329","11.4444","11.7424","12.4382","12.9511","12.2961","11.5528","12.6266","12.1053","12.0752","11.8566","11.6823","11.952","11.966","11.8136","12.3731","12.2227","11.6413","11.6281","11.1078","",
"Macao SAR, China","MAC","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","0.3614","0.3623","0.3801","0.4455","0.533","0.4496","0.4426","0.4634","0.4601","0.4917","0.5269","0.5084","0.5319","0.7128","0.6954","0.6388","0.7815","0.9518","0.9331","0.9566","1.0109","1.0079","1.0485","1.1226","1.2495","1.2034","1.4001","1.5276","1.6874","1.7303","1.7385","1.8113","1.9528","1.9903","2.2865","2.3037","2.2851","2.063","1.7365","1.8978","1.8828","1.8629","1.9188","1.9773","2.245","2.986","2.8487","3.3662","2.6704","2.8843","2.3017","2.376","2.4141","",
"St. Martin (French part)","MAF","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","24.0165","24.7472","25.2473","26.7381","27.5737","28.5966","29.8209","30.9957","32.7563","34.0324","35.3423","35.0758","33.8197","35.582","35.6045","37.4433","39.425","41.0978","41.8367","44.1909","45.2497","46.2573","47.8711","47.7311","50.7296","52.0833","52.5875","55.0989","56.2464","58.6757","60.1515","64.0281","65.66","66.2711","71.3075","74.2378","76.1386","77.159","80.2491","80.7125","84.7236","90.1933","93.0301","94.0434","95.5841","97.8838","98.3492","102.365","104.4321","111.7948","108.0091","117.3004","114.7707","",
"Monaco","MCO","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","20.8724","21.2704","22.3495","23.5524","24.7177","26.226","26.7916","27.389","28.4334","29.1084","30.364","30.3136","30.7435","31.0982","31.6005","32.1275","33.1932","34.17","34.6354","34.7483","37.4471","30.9664","25.3651","21.5605","18.5211","16.3984","14.5339","13.2431","11.9449","10.4888","9.8273","10.029","10.2792","10.8599","10.8924","11.1806","10.9846","10.8393","10.523","10.3192","11.4598","11.6684","11.3256","10.6788","11.2276","11.5417","11.8373","11.8703","12.57","12.6297","12.3387","12.9564","12.3203","",
"Madagascar","MDG","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","20.9815","20.0166","20.4623","20.8915","21.2346","21.5594","21.5381","22.4172","23.6644","23.7893","24.534","24.4958","24.6882","24.707","24.9896","24.7176","24.798","24.598","24.7785","24.7677","25.245","25.3122","25.6597","26.2025","25.8528","26.3815","26.4684","26.7497","27.2453","27.4402","27.6694","25.7543","24.022","25.0781","25.6859","28.168","28.5028","29.133","29.6768","30.0474","30.6865","30.8672","32.1488","31.6191","33.2128","33.6426","33.7841","34.3719","33.1843","35.214","35.0294","35.1417","34.9798","",
"Maldives","MDV","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","0.0316","0.033","0.035","0.0389","0.0433","0.0425","0.0439","0.0462","0.048","0.0507","0.0537","0.0557","0.0575","0.0599","0.0993","0.1074","0.1092","0.1189","0.1356","0.1338","0.1525","0.1554","0.1582","0.1735","0.3076","0.3824","0.3952","0.3708","0.4152","0.4076","0.7997","0.6995","0.8248","0.7212","0.9001","0.8451","1.0136","1.0116","1.1013","1.1694","1.2279","1.3305","1.6462","1.8231","2.4226","1.8247","1.9799","2.0854","2.3689","2.7702","2.2784","2.3679","2.4243","",
"Middle East & North Africa","MEA","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","942.2355","970.5234","1028.2216","1147.4909","1112.6863","1128.4202","1211.0454","1239.0443","1274.8127","1315.3937","1239.7896","1113.3989","1159.6168","1205.772","1216.8024","1264.7452","1314.5269","1387.3946","1469.6767","1561.4477","1572.743","1581.4564","1666.986","1748.3605","1856.0661","1904.7223","1972.1256","2053.369","2044.6077","2111.9799","2227.0621","2283.2531","2334.5757","2462.8164","2582.5953","2738.1791","2874.4457","2959.591","3092.2456","3168.5392","3312.4175","3380.8301","3543.9643","3589.9962","3681.3525","3742.0795","3864.164","3948.5604","3973.2138","3962.1684","3836.9604","4045.2949","4169.3756","",
"Mexico","MEX","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","217.9634","219.8601","234.1575","246.6996","266.762","281.3601","296.9653","307.5472","334.6963","351.93","384.3118","411.1471","435.6287","421.5478","428.0956","441.7066","438.0437","451.0918","450.1996","468.7642","466.3863","484.8451","490.0101","506.6617","539.5231","530.5841","553.0732","586.8954","615.971","605.2765","634.1385","633.5272","642.9934","671.159","683.1719","707.9482","733.0935","748.0672","757.5058","751.5259","768.8115","782.679","800.225","793.0949","781.7725","790.3294","799.0129","802.7077","780.7826","790.9618","739.2812","765.4256","819.8367","",
"Marshall Islands","MHL","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","0.0009","0.0009","0.001","0.001","0.0011","0.0011","0.0012","0.0012","0.0012","0.0013","0.0013","0.0014","0.0014","0.0015","0.0016","0.0017","0.0018","0.0018","0.0019","0.002","0.0021","0.0021","0.0022","0.0022","0.0022","0.0022","0.0023","0.0023","0.0023","0.0023","0.0023","0.0023","0.0023","0.0023","0.0023","0.0023","0.0023","0.0023","0.0023","0.0029","0.0023","0.0023","0.0023","0.0023","0.0024","0.0024","0.0024","0.0024","0.0024","0.0024","0.0024","0.0024","0.0024","",
"Middle income","MIC","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","7656.5189","7781.2966","8057.614","8426.0105","8630.4828","8956.9126","9328.0291","9678.2798","9990.3501","10251.5177","10254.3416","10143.085","10361.3362","10604.523","11007.3064","11196.2972","11545.9524","11952.0933","12385.3322","12761.0823","13044.3678","13223.1327","13369.0538","13603.8746","13891.9427","14574.8722","14786.5644","15046.6811","15167.8944","15285.5698","15798.1067","16122.595","16614.3052","17788.679","19103.9319","20309.1961","21498.3116","22542.3422","23137.539","23805.8077","25228.3226","26697.2865","27531.8582","28284.8457","28782.2797","28658.9741","28944.9402","29672.2056","30699.9308","31127.2024","30815.6096","32269.9523","32735.7837","",
"North Macedonia","MKD","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","12.3074","11.751","11.7514","13.1295","13.5108","11.469","11.8659","12.1379","11.8252","13.0005","12.1616","12.9921","11.6072","11.0492","12.5228","13.0018","13.2451","12.8777","13.0157","13.182","14.4687","12.9689","11.6425","11.848","11.6047","11.4648","13.0686","11.916","12.7418","11.8388","11.494","11.6002","11.0502","11.8196","11.9828","12.4396","12.142","12.9033","12.7478","11.6579","11.8225","12.9902","12.3884","11.5202","11.0526","10.6451","10.3465","10.8018","10.3535","11.4078","10.3866","11.1529","11.1838","",
"Mali","MLI","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","12.1926","12.4252","11.1046","10.4913","9.7394","10.5602","10.731","10.8557","11.1833","12.4684","13.4027","14.0493","14.7982","13.2868","11.9546","11.3407","11.6039","11.887","12.4803","12.9814","13.3894","13.5914","13.4851","13.6882","14.1343","14.5846","14.9733","15.1369","15.8819","16.5743","17.596","18.6201","19.6059","20.5826","21.2793","22.4154","22.6652","24.0662","25.4558","26.8149","28.413","29.2542","30.428","32.14","33.3424","35.3107","38.69","41.1326","43.1326","44.4593","45.5868","47.4489","49.3832","",
"Malta","MLT","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","0.7916","0.7971","0.9681","0.935","0.8627","0.7905","0.8879","0.9358","1.0687","1.0443","1.1409","1.2753","1.4456","1.108","1.4748","1.3058","2.034","2.1287","2.3058","2.4916","2.4898","2.392","2.3607","3.0078","2.7121","2.5829","2.5307","2.686","2.5913","2.6338","2.357","2.7358","2.5605","2.8618","2.8618","2.9219","2.9907","3.0782","3.11","2.9193","3.0145","3.0449","3.126","2.7946","2.7957","2.1225","1.8325","2.0137","2.0302","2.1356","2.087","2.1355","2.1782","",
"Myanmar","MMR","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","71.7405","71.4612","69.457","71.7817","72.1444","73.3578","72.7434","72.8415","74.6079","70.8657","74.5229","75.3953","74.7457","75.747","76.1803","77.6707","77.6443","74.5066","74.5049","73.5676","72.7671","71.1096","75.0261","77.7137","80.5952","84.0698","83.0857","81.0057","82.6163","88.8043","91.3285","92.1834","94.4731","100.8432","104.8263","111.0596","115.7708","118.251","116.5934","116.8659","119.1991","118.1794","120.3211","123.6035","130.2255","134.8279","140.7935","157.4695","160.0976","162.1091","163.5066","166.9622","169.3869","",
"Middle East & North Africa (excluding high income)","MNA","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","632.8293","636.8064","653.1807","724.9799","709.9854","722.4983","817.2279","832.6214","851.5874","866.4126","769.3791","666.7703","728.4947","777.4315","805.2732","853.1003","874.1722","926.365","973.5261","1035.9883","1061.7444","1042.3776","1107.6792","1148.7375","1220.0526","1259.749","1290.7195","1337.5268","1308.6084","1353.429","1423.8078","1445.5532","1460.8828","1530.9416","1612.4366","1713.8942","1793.3337","1831.7253","1878.6957","1928.7399","1983.0837","1975.4474","2058.7534","2068.4324","2104.7394","2099.7563","2196.3416","2294.0994","2347.027","2306.8026","2194.2741","2337.2799","2404.0878","",
"Montenegro","MNE","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
